1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505054.804342 format_replace: condition is: pane_in_mode
1776505054.804354 format_replace: condition 'pane_in_mode' found: 0
1776505054.804357 format_replace: condition 'pane_in_mode' is false
1776505054.804362 format_expand1: expanding format: #{pane_current_command}
1776505054.804366 format_expand1: found #{}: pane_current_command
1776505054.804418 format_replace: format 'pane_current_command' found: bash
1776505054.804422 format_replace: replaced 'pane_current_command' with 'bash'
1776505054.804425 format_expand1: result is: bash
1776505054.804429 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'bash'
1776505054.804432 format_expand1: found #{}: ?pane_dead,[dead],
1776505054.804435 format_replace: condition is: pane_dead
1776505054.804440 format_replace: condition 'pane_dead' found: 0
1776505054.804443 format_replace: condition 'pane_dead' is false
1776505054.804447 format_replace: replaced '?pane_dead,[dead],' with ''
1776505054.804449 format_expand1: result is: bash
1776505054.804453 @0 name not changed (still bash)
1776505054.806451 /dev/tty1: wrote 1 bytes (of 1)
1776505054.806482 cmdq_next <global>: empty
1776505054.806487 cmdq_next </dev/tty1>: empty
1776505054.806494 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505054.806499 server_client_reset_state: cursor to 24,2
1776505054.806506 server_client_check_pane_buffer: pane %0 is on
1776505054.806511 @0 active pane not changed
1776505055.025641 /dev/tty1: read 1 bytes (already 0)
1776505055.025690 /dev/tty1: keys are 1 (\177)
1776505055.025695 /dev/tty1: next key is 1 (\177) (expired=0)
1776505055.025700 /dev/tty1: complete key \177 0x7f
1776505055.025714 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b065b830]
1776505055.025719 cmdq_next <global>: empty
1776505055.025721 cmdq_next </dev/tty1>: enter
1776505055.025727 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b065b830] (1), flags 0
1776505055.025732 session $0 0 activity 1776505055.025729 (last 1776505054.801016)
1776505055.025740 cmd_find_from_client: s=$0 0
1776505055.025743 cmd_find_from_client: wl=0 1 w=@0 bash
1776505055.025745 cmd_find_from_client: wp=%0
1776505055.025747 cmd_find_from_client: idx=none
1776505055.025752 session 0 not pasting
1776505055.025756 key table root (pane %0)
1776505055.025760 key table root (pane %0)
1776505055.025762 not found in key table root
1776505055.025768 writing key 0x10e194 (BSpace) to %0
1776505055.025771 input_key: \177
1776505055.025781 unref client 0x5ff2b06614a0 (2 references)
1776505055.025785 cmdq_next </dev/tty1>: exit (empty)
1776505055.025787 cmdq_next <global>: empty
1776505055.025789 cmdq_next </dev/tty1>: empty
1776505055.025827 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.025832 server_client_reset_state: cursor to 24,2
1776505055.025838 server_client_check_pane_buffer: pane %0 is on
1776505055.025843 @0 active pane not changed
1776505055.026004 cmdq_next <global>: empty
1776505055.026015 cmdq_next </dev/tty1>: empty
1776505055.026020 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.026024 server_client_reset_state: cursor to 24,2
1776505055.026028 server_client_check_pane_buffer: pane %0 is on
1776505055.026030 @0 active pane not changed
1776505055.027350 %0 has 1 bytes
1776505055.027370 @0 alerts timer reset 0
1776505055.027373 @0 alerts flags added 0x2
1776505055.027378 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505055.027381 input_parse_buffer: %0 ground, 1 bytes: \a
1776505055.027385 input_c0_dispatch: '\a'
1776505055.027388 @0 alerts timer reset 0
1776505055.027390 @0 alerts flags added 0x1
1776505055.027392 window_add_ref: @0 alerts_queue, now 2
1776505055.027394 alerts check queued (by @0)
1776505055.027399 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1776505055.027405 cmd_find_from_winlink: s=$0 0
1776505055.027407 cmd_find_from_winlink: wl=0 1 w=@0 bash
1776505055.027409 cmd_find_from_winlink: wp=%0
1776505055.027410 cmd_find_from_winlink: idx=none
1776505055.027421 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1776505055.027426 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1776505055.027429 notify_add: config_files=
1776505055.027435 notify_add: host=cmsminji
1776505055.027438 notify_add: host_short=cmsminji
1776505055.027442 notify_add: next_session_id=$1
1776505055.027445 notify_add: pane_format=0
1776505055.027452 notify_add: pid=1757
1776505055.027455 notify_add: server_sessions=1
1776505055.027457 notify_add: session_format=0
1776505055.027461 notify_add: socket_path=/tmp/tmux-1000/default
1776505055.027463 notify_add: start_time=1776505047
1776505055.027490 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1776505055.027494 notify_add: uid=1000
1776505055.027577 notify_add: user=minji
1776505055.027580 notify_add: version=3.4
1776505055.027583 notify_add: window_format=0
1776505055.027585 notify_add: hook=alert-bell
1776505055.027587 notify_add: hook_session=$0
1776505055.027589 notify_add: hook_session_name=0
1776505055.027590 notify_add: hook_window=@0
1776505055.027592 notify_add: hook_window_name=bash
1776505055.027594 session_add_ref: 0 notify_add, now 2
1776505055.027596 window_add_ref: @0 notify_add, now 3
1776505055.027597 session_add_ref: 0 notify_add, now 3
1776505055.027601 cmdq_append <global>: [notify_callback/0x5ff2b064b9d0]
1776505055.027605 /dev/tty1: \a
1776505055.027609 @0 alerts check, alerts 0x1
1776505055.027611 window_remove_ref: @0 alerts_callback, now 2
1776505055.027614 cmdq_next <global>: enter
1776505055.027617 cmdq_next <global>: [notify_callback/0x5ff2b064b9d0] (1), flags 0
1776505055.027618 notify_callback: alert-bell
1776505055.027621 notify_insert_hook: inserting hook alert-bell
1776505055.027629 session_remove_ref: 0 notify_callback, now 2
1776505055.027631 window_remove_ref: @0 notify_callback, now 1
1776505055.027633 session_remove_ref: 0 notify_callback, now 1
1776505055.027635 cmdq_next <global>: exit (empty)
1776505055.027637 cmdq_next </dev/tty1>: empty
1776505055.027639 cmdq_next <global>: empty
1776505055.027640 cmdq_next </dev/tty1>: empty
1776505055.027643 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.027646 server_client_reset_state: cursor to 24,2
1776505055.027662 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1776505055.027664 server_client_check_pane_buffer: pane %0 is on
1776505055.027667 @0 active pane changed
1776505055.027669 @0 name timer queued (276657 left)
1776505055.027706 /dev/tty1: wrote 1 bytes (of 1)
1776505055.027708 cmdq_next <global>: empty
1776505055.027709 cmdq_next </dev/tty1>: empty
1776505055.027711 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.027713 server_client_reset_state: cursor to 24,2
1776505055.027715 server_client_check_pane_buffer: pane %0 is on
1776505055.027717 @0 active pane changed
1776505055.027719 @0 name timer already queued (276607 left)
1776505055.182250 /dev/tty1: read 1 bytes (already 0)
1776505055.182286 /dev/tty1: keys are 1 (\177)
1776505055.182291 /dev/tty1: next key is 1 (\177) (expired=0)
1776505055.182294 /dev/tty1: complete key \177 0x7f
1776505055.182304 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b065b830]
1776505055.182308 cmdq_next <global>: empty
1776505055.182310 cmdq_next </dev/tty1>: enter
1776505055.182316 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b065b830] (1), flags 0
1776505055.182320 session $0 0 activity 1776505055.182317 (last 1776505055.025729)
1776505055.182326 cmd_find_from_client: s=$0 0
1776505055.182328 cmd_find_from_client: wl=0 1 w=@0 bash
1776505055.182330 cmd_find_from_client: wp=%0
1776505055.182332 cmd_find_from_client: idx=none
1776505055.182336 session 0 not pasting
1776505055.182339 key table root (pane %0)
1776505055.182342 key table root (pane %0)
1776505055.182345 not found in key table root
1776505055.182349 writing key 0x10e194 (BSpace) to %0
1776505055.182352 input_key: \177
1776505055.182360 unref client 0x5ff2b06614a0 (2 references)
1776505055.182362 cmdq_next </dev/tty1>: exit (empty)
1776505055.182364 cmdq_next <global>: empty
1776505055.182365 cmdq_next </dev/tty1>: empty
1776505055.182370 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.182373 server_client_reset_state: cursor to 24,2
1776505055.182378 server_client_check_pane_buffer: pane %0 is on
1776505055.182382 @0 active pane changed
1776505055.182384 @0 name timer already queued (121942 left)
1776505055.182511 cmdq_next <global>: empty
1776505055.182521 cmdq_next </dev/tty1>: empty
1776505055.182525 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.182528 server_client_reset_state: cursor to 24,2
1776505055.182532 server_client_check_pane_buffer: pane %0 is on
1776505055.182535 @0 active pane changed
1776505055.182537 @0 name timer already queued (121789 left)
1776505055.185303 %0 has 1 bytes
1776505055.185323 @0 alerts timer reset 0
1776505055.185326 @0 alerts flags added 0x2
1776505055.185331 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505055.185334 input_parse_buffer: %0 ground, 1 bytes: \a
1776505055.185337 input_c0_dispatch: '\a'
1776505055.185340 @0 alerts timer reset 0
1776505055.185342 @0 alerts flags added 0x1
1776505055.185345 window_add_ref: @0 alerts_queue, now 2
1776505055.185347 alerts check queued (by @0)
1776505055.185353 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1776505055.185359 cmd_find_from_winlink: s=$0 0
1776505055.185362 cmd_find_from_winlink: wl=0 1 w=@0 bash
1776505055.185364 cmd_find_from_winlink: wp=%0
1776505055.185366 cmd_find_from_winlink: idx=none
1776505055.185377 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1776505055.185382 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1776505055.185386 notify_add: config_files=
1776505055.185392 notify_add: host=cmsminji
1776505055.185395 notify_add: host_short=cmsminji
1776505055.185399 notify_add: next_session_id=$1
1776505055.185403 notify_add: pane_format=0
1776505055.185410 notify_add: pid=1757
1776505055.185413 notify_add: server_sessions=1
1776505055.185416 notify_add: session_format=0
1776505055.185419 notify_add: socket_path=/tmp/tmux-1000/default
1776505055.185487 notify_add: start_time=1776505047
1776505055.185519 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1776505055.185525 notify_add: uid=1000
1776505055.185600 notify_add: user=minji
1776505055.185603 notify_add: version=3.4
1776505055.185607 notify_add: window_format=0
1776505055.185610 notify_add: hook=alert-bell
1776505055.185612 notify_add: hook_session=$0
1776505055.185615 notify_add: hook_session_name=0
1776505055.185617 notify_add: hook_window=@0
1776505055.185619 notify_add: hook_window_name=bash
1776505055.185622 session_add_ref: 0 notify_add, now 2
1776505055.185624 window_add_ref: @0 notify_add, now 3
1776505055.185629 session_add_ref: 0 notify_add, now 3
1776505055.185638 cmdq_append <global>: [notify_callback/0x5ff2b06497c0]
1776505055.185645 /dev/tty1: \a
1776505055.185649 @0 alerts check, alerts 0x1
1776505055.185652 window_remove_ref: @0 alerts_callback, now 2
1776505055.185656 cmdq_next <global>: enter
1776505055.185659 cmdq_next <global>: [notify_callback/0x5ff2b06497c0] (1), flags 0
1776505055.185662 notify_callback: alert-bell
1776505055.185665 notify_insert_hook: inserting hook alert-bell
1776505055.185674 session_remove_ref: 0 notify_callback, now 2
1776505055.185676 window_remove_ref: @0 notify_callback, now 1
1776505055.185677 session_remove_ref: 0 notify_callback, now 1
1776505055.185680 cmdq_next <global>: exit (empty)
1776505055.185682 cmdq_next </dev/tty1>: empty
1776505055.185684 cmdq_next <global>: empty
1776505055.185685 cmdq_next </dev/tty1>: empty
1776505055.185688 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.185691 server_client_reset_state: cursor to 24,2
1776505055.185694 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1776505055.185697 server_client_check_pane_buffer: pane %0 is on
1776505055.185699 @0 active pane changed
1776505055.185701 @0 name timer already queued (118625 left)
1776505055.185742 /dev/tty1: wrote 1 bytes (of 1)
1776505055.185745 cmdq_next <global>: empty
1776505055.185747 cmdq_next </dev/tty1>: empty
1776505055.185750 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.185752 server_client_reset_state: cursor to 24,2
1776505055.185755 server_client_check_pane_buffer: pane %0 is on
1776505055.185757 @0 active pane changed
1776505055.185759 @0 name timer already queued (118567 left)
1776505055.294417 /dev/tty1: read 1 bytes (already 0)
1776505055.294455 /dev/tty1: keys are 1 (\177)
1776505055.294460 /dev/tty1: next key is 1 (\177) (expired=0)
1776505055.294465 /dev/tty1: complete key \177 0x7f
1776505055.294475 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b0659670]
1776505055.294479 cmdq_next <global>: empty
1776505055.294481 cmdq_next </dev/tty1>: enter
1776505055.294485 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b0659670] (1), flags 0
1776505055.294489 session $0 0 activity 1776505055.294487 (last 1776505055.182317)
1776505055.294495 cmd_find_from_client: s=$0 0
1776505055.294498 cmd_find_from_client: wl=0 1 w=@0 bash
1776505055.294500 cmd_find_from_client: wp=%0
1776505055.294502 cmd_find_from_client: idx=none
1776505055.294942 session 0 not pasting
1776505055.294951 key table root (pane %0)
1776505055.294956 key table root (pane %0)
1776505055.294959 not found in key table root
1776505055.294965 writing key 0x10e194 (BSpace) to %0
1776505055.294968 input_key: \177
1776505055.294980 unref client 0x5ff2b06614a0 (2 references)
1776505055.294984 cmdq_next </dev/tty1>: exit (empty)
1776505055.294987 cmdq_next <global>: empty
1776505055.294989 cmdq_next </dev/tty1>: empty
1776505055.295016 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.295019 server_client_reset_state: cursor to 24,2
1776505055.295024 server_client_check_pane_buffer: pane %0 is on
1776505055.295028 @0 active pane changed
1776505055.295031 @0 name timer already queued (9296 left)
1776505055.295200 cmdq_next <global>: empty
1776505055.295211 cmdq_next </dev/tty1>: empty
1776505055.295215 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505055.295218 server_client_reset_state: cursor to 24,2
1776505055.295222 server_client_check_pane_buffer: pane %0 is on
1776505055.295225 @0 active pane changed
1776505055.295227 @0 name timer already queued (9099 left)
1776505055.297103 %0 has 1 bytes
1776505055.297127 @0 alerts timer reset 0
1776505055.297131 @0 alerts flags added 0x2
1776505055.297137 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505055.297141 input_parse_buffer: %0 ground, 1 bytes: \a
1776505055.297144 input_c0_dispatch: '\a'
1776505055.297146 @0 alerts timer reset 0
1776505055.297147 @0 alerts flags added 0x1
1776505055.297150 window_add_ref: @0 alerts_queue, now 2
1776505055.297152 alerts check queued (by @0)
1776505055.297157 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1776505055.297166 cmd_find_from_winlink: s=$0 0
1776505055.297168 cmd_find_from_winlink: wl=0 1 w=@0 bash
1776505055.297169 cmd_find_from_winlink: wp=%0
1776505055.297172 cmd_find_from_winlink: idx=none
1776505055.297184 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1776505055.297188 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1776505055.297191 notify_add: config_files=
1776505055.297197 notify_add: host=cmsminji
1776505055.297199 notify_add: host_short=cmsminji
1776505055.297203 notify_add: next_session_id=$1
1776505055.297207 notify_add: pane_format=0
1776505055.297213 notify_add: pid=1757
1776505055.297215 notify_add: server_sessions=1
1776505055.297218 notify_add: session_format=0
1776505055.297221 notify_add: socket_path=/tmp/tmux-1000/default
1776505055.297224 notify_add: start_time=1776505047
1776505055.297248 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
